DISTRICTNAME,UNITNAME,Crime_No,Year,RI,Noofvehicle_involved,Accident_Classification,Accident_Spot,Accident_Location,Accident_SubLocation,Accident_SpotB,Main_Cause,Hit_Run,Severity,Collision_Type,Junction_Control,Road_Character,Road_Type,Surface_Type,Surface_Condition,Road_Condition,Weather,Lane_Type,Road_Markings,Spot_Conditions,Side_Walk,Collision_TypeB,Accident_Road,Landmark_first,landmark_second,Distance_LandMark_First,Distance_LandMark_Second,Accident_Description,Latitude,Longitude,Time
Ballari,Bellary Traffic PS,10445033720230119,2023,1,2,Road Accidents,Cross roads,City/Town,In bazaar,Straight and flat,Not Applicable,No,Grievous Injury,Vehicle to Vehicle,Controlled,Straight and flat,NH,Bitumen(Tar),Others,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Near New DC office,Near New DC office,,3 km,,"Near New DC Office, Ananthapur road, Ballari",15.139393,76.92144,11:43:54 AM
Ballari,Bellary Traffic PS,10445033720230129,2023,1,1,Road Accidents,Other,Rural Areas,Open area,Bridge,Not Applicable,Yes,Fatal,Hit pedestrian,Controlled,Straight and flat,NH,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,NH 150A,NEAR HALKUNDI MUTT,,5,,ಬಳ್ಳಾರಿ ನಗರದ ಬಳ್ಳಾರಿ ಬೆಂಗಳೂರು ರಾಷ್ಟ್ರೀಯ ಹೆದ್ದಾರಿ ನಂ: 150ಎ ರಲ್ಲಿ ಬರುವ ಹಲಕುಂದಿ ಮಠದ ಹತ್ತಿರದ ಅಂಬಾದೇವಿ ದೇಸ್ಥಾನದ ಹತ್ತಿರದ ರಸ್ತೆಯಲ್ಲಿ,15.08315,76.883649,08:56:36 PM
Ballari,Bellary Traffic PS,10445033720230152,2023,1,1,Road Accidents,Cross roads,City/Town,In bazaar,Straight and flat,Not Applicable,No,Grievous Injury,Hit pedestrian,Controlled,Others,NH,Bitumen(Tar),Others,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Ananthapur road,Opp Chakravarthi liccer shop,,04 km,,"Opp Chakravarthi liccer shop, Ananthapur road, Ballari",15.356586,76.253698,06:45:15 PM
Ballari,Bellary Traffic PS,10445033720230110,2023,1,2,Road Accidents,Cross roads,City/Town,Open area,Straight and flat,Not Applicable,No,Grievous Injury,Vehicle to Vehicle,Controlled,Straight and flat,NH,Bitumen(Tar),Others,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Banglore road,Near Halkundi Matt,,06 KM,,"Near Halakundi Matt,Banglore road,Ballari",15.080212,76.98866,12:38:25 AM
Ballari,Bellary Traffic PS,10445033720230116,2023,1,1,Road Accidents,Cross roads,City/Town,Residential area,Straight and flat,Not Applicable,No,Grievous Injury,Hit pedestrian,Controlled,Straight and flat,Others,Bitumen(Tar),Others,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Cowl bazar,Near Uzma Function Hall,,03 km,,"Infront Of Ok Fashion shop, Danappa Street, Near Uzma Function Hall, Cowl bazar, Ballari",15.824158,76.554,05:55:12 PM
Ballari,Bellary Traffic PS,10445033720230134,2023,1,1,Road Accidents,Cross roads,City/Town,Near Bus stop,Straight and flat,Human Error,No,Grievous Injury,Hit pedestrian,Controlled,Straight and flat,Others,Bitumen(Tar),Others,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,PREMISES OF NEW BUS STAND,PREMISES OF NEW BUS STAND,,200 mt,,premises of New KSRTC Bus stand,15.815654,76.5565,05:14:46 PM
Ballari,Bellary Traffic PS,10445033720230113,2023,1,1,Road Accidents,Curves,City/Town,Open area,Curve,Not Applicable,Not Applicable,Fatal,Others,Controlled,Curve,Others,Bitumen(Tar),Dry,Pot holed,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Skidding or Self accident,Cowal Bazar Road,Infront of Walkf Board,,01,,ಬಳ್ಳಾರಿ ನಗರದ 1ನೇ ರೈಲ್ವೇ ಗೇಟ್ ಹತ್ತಿರದ ವಕ್ಪ ಭವನದ ಹತ್ತಿರದ ಹಣ್ಣಿನ ಅಂಗಡಿಯ ಹತ್ತಿರ,15.140828,76.910207,07:35:23 PM
Ballari,Bellary Traffic PS,10445033720230154,2023,1,1,Road Accidents,Narrow road,City/Town,Open area,Bridge,Not Applicable,Not Applicable,Fatal,Others,Controlled,Others,NH,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Skidding or Self accident,Ballari Bengalore Road Near Guggrahatti Bridge,Guggrahatti Brigde,,2KM,,ಬಳ್ಳಾರಿ ನಗರದ ಬಳ್ಳಾರಿ ಬೆಂಗಳೂರು ರಸ್ತೆಯಲ್ಲಿರುವ ಗುಗ್ಗರಹಟ್ಟಿ ಬ್ರಿಡ್ಜನ ರಸ್ತೆಯ ಮೇಲೆ,15.122086,76.91054,06:35:03 AM
Ballari,Bellary Traffic PS,10445033720230151,2023,1,2,Road Accidents,Cross roads,City/Town,Near a religious place,Straight and flat,Not Applicable,No,Grievous Injury,Vehicle to Vehicle,Controlled,Straight and flat,NH,Bitumen(Tar),Others,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Infront of abhiruchi hotel,Infront of abhiruchi hotel,,02 KM,,"Infront of abhiruchi hotel, Infantry road, Ballari",15.914562,76.542458,04:34:45 PM
Ballari,Bellary Traffic PS,10445033720230015,2023,1,1,Not Applicable,Other,Rural Areas,Open area,Straight and flat,Not Applicable,Not Applicable,Fatal,Others,Uncontrolled,Others,Others,Surfaced,Muddy,Pot holed,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Cowal Bazar,Cowal bazar,,5,,Near Bandihatti Canal,15.132139,76.882449,04:51:58 AM
Ballari,Bellary Traffic PS,10445033720230159,2023,1,2,Road Accidents,Circle,City/Town,In bazaar,Straight and flat,Not Applicable,No,Grievous Injury,Vehicle to Vehicle,Controlled,Straight and flat,Others,Bitumen(Tar),Others,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Near Boyagiri circle,Near Boyagiri circle,,03 Km,,"Near Boyagiri circle, Rupanagudi road",15.365695,76.265869,10:55:19 AM
Ballari,Bellary Traffic PS,10445033720230130,2023,1,1,Road Accidents,Circle,City/Town,Open area,Other,Not Applicable,Not Applicable,Fatal,Others,Controlled,Others,Others,Bitumen(Tar),Wet,Pot holed,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Skidding or Self accident,Andhral Bypass Circle,Andhral Bypass Circle,,4KM,,ಆಂದ್ರಾಲ್ ಬೈಪಾಸ್ ನಲ್ಲಿ,15.587845,76.2584,09:18:55 AM
Ballari,Bellary Traffic PS,10445033720230096,2023,1,2,Road Accidents,Cross roads,City/Town,Open area,Straight and flat,Not Applicable,No,Grievous Injury,Vehicle to Vehicle,Controlled,Straight and flat,NH,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,NEAR INDIAN PETROL BUNK,NEAR INDIAN PETROL BUNK,,05 KM,,"NEAR INDIAN PETROL BUNK, BANGLORE ROAD, BALLARI",15.133341,76.92055,04:29:45 AM
Ballari,Bellary Traffic PS,10445033720230124,2023,1,1,Road Accidents,Narrow road,City/Town,Open area,Straight and flat,Not Applicable,No,Fatal,Hit pedestrian,Controlled,Straight and flat,NH,Bitumen(Tar),Wet,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,NH 150A,Nera Maremma Temple,,3KM,,ಬಳ್ಲಾರಿ ನಗರದ ಬಳ್ಳಾರಿ ಬೆಂಗಳೂರು ಹೆದ್ದಾರಿಯಲ್ಲಿರುವ ಗುಗ್ಗರಹಟ್ಟಿ ಹತ್ತಿರದ ಗುರುಕುಲ ಶಾಲೆ ಹತ್ತಿರದ ಮಾರೆಮ್ಮ ದೇವಸ್ಥಾನದ ಬೀಡಾ ಅಂಗಡಿ ಮುಂದಿನ ರಸ್ತೆಯಲ್ಲಿ,15.116024,76.90708,12:52:11 AM
Ballari,Bellary Traffic PS,10445033720230144,2023,1,2,Road Accidents,Narrow road,City/Town,Open area,Straight and flat,Not Applicable,Not Applicable,Fatal,Vehicle to Vehicle,Controlled,Others,NH,Bitumen(Tar),Wet,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,BANGALORE ROAD,GUGGARAHATTI,,2KM,,ಬಳ್ಳಾರಿ ನಗರದ ಗುಗ್ಗರಹಟ್ಟಿ ಏರಿಯಾದ ನೂರ್ ಎಂ.ಡಿ ಚಿಕನ್ ಸೆಂಟರ್ ಮುಂದಿನ ಥಾರ್ ರಸ್ತೆಯಲ್ಲಿ,15.120613,76.910975,10:46:31 AM
Ballari,Bellary Traffic PS,10445033720230156,2023,1,1,Road Accidents,Circle,City/Town,Open area,Curve,Not Applicable,Not Applicable,Fatal,Hit pedestrian,Controlled,Curve,NH,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Mothi Circle,Mothi Circle,,1 KM,,ಬಳ್ಳಾರಿ ನಗರದ ಮೋತಿ ವೃತ್ತದಿಂದ ಅಂಬೇಡ್ಕರ್ ವೃತ್ತದ ಕಡೆ ಹೋಗುವ ಪ್ರೀ ಲೆಪ್ಟ್ ನ ರಸ್ತೆಯಲ್ಲಿ,15.142089,76.920294,02:25:57 PM
Ballari,Bellary Traffic PS,10445033720230148,2023,1,2,Road Accidents,Cross roads,City/Town,Near a religious place,Straight and flat,Not Applicable,No,Simple Injury,Vehicle to Vehicle,Controlled,Straight and flat,NH,Bitumen(Tar),Others,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Banglore road,Near plate maremma temple,,01 KM,,"Near plate maremma temple, Banglore road,Ballari",15.735456,76.545456,05:46:36 PM
Ballari,Bellary Traffic PS,10445033720230150,2023,1,2,Road Accidents,Cross roads,City/Town,Open area,Straight and flat,Human Error,No,Grievous Injury,Vehicle to Vehicle,Controlled,Straight and flat,NH,Bitumen(Tar),Others,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Near Andral Bypass circle,Anathapur Bypass road,,04 KM,,"Near Andral Bypass circle, Ananthapur Bypass road, Ballari",15.656571,76.554017,04:31:17 AM
Ballari,Bellary Traffic PS,10445033720230157,2023,1,2,Road Accidents,Cross roads,City/Town,Near Hospital,Straight and flat,Not Applicable,No,Grievous Injury,Vehicle to Vehicle,Controlled,Straight and flat,NH,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Near Sangam circle,Near Sangam circle,,02 Km,,"Near Sangam cirlce, Ananthapur raod, Ballari",15.838156,76.555876,07:04:15 PM
Ballari,Bellary Traffic PS,10445033720230095,2023,1,2,Road Accidents,Narrow road,City/Town,Open area,Other,Not Applicable,Not Applicable,Grievous Injury,Vehicle to Vehicle,Controlled,Straight and flat,Others,Bitumen(Tar),Wet,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Hit parked vehicle,Batri Road,Bhatri Road,,5KM,,Near Bagarappa House,15.08021,76.07187,12:51:45 PM
Ballari,Bellary Traffic PS,10445033720230114,2023,1,2,Road Accidents,Narrow road,City/Town,Open area,Straight and flat,Not Applicable,Not Applicable,Fatal,Vehicle to Vehicle,Controlled,Straight and flat,Others,Bitumen(Tar),Wet,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Navajeevan Center,Navajeevan Center,,3KM,,ಬಳ್ಳಾರಿ ನಗರದ ನವ ಜೀವನ ಕೇಂದ್ರ ಹತ್ತಿರ,15.157589,76.90166,12:18:24 PM
Ballari,Bellary Traffic PS,10445033720230118,2023,1,1,Road Accidents,Junction,City/Town,Near a religious place,Straight and flat,Not Applicable,No,Grievous Injury,Hit pedestrian,Controlled,Others,Others,Bitumen(Tar),Others,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Near Govindappa Kalyan Mantapa,Near Govindappa Kalyan Mantapa,,02 km,,"Near Govindappa Kalyan Mantapa, Taluru Road, Ballari",15.947896,76.5545,05:37:52 PM
Ballari,Bellary Traffic PS,10445033720230122,2023,1,1,Road Accidents,Narrow road,City/Town,In bazaar,Straight and flat,Not Applicable,Not Applicable,Fatal,Hit pedestrian,Controlled,Others,Others,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Head on,Near Charchu,Bandihatti,,5,,ಬಳ್ಳಾರಿ ನಗರದ ಬಂಡಿಹಟ್ಟಿಯಲ್ಲಿ,15.133643,76.888537,09:01:23 AM
Ballari,Bellary Traffic PS,10445033720230091,2023,1,2,Road Accidents,Narrow road,City/Town,In bazaar,Straight and flat,Not Applicable,Not Applicable,Fatal,Hit bicyclist,Controlled,Straight and flat,Two way,Bitumen(Tar),Others,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Hit pedal cyclist,Infantry Road,Hotel Athiti,,03,,"Near Athiti Hotel, Infantry Road",15.151921,76.9029,09:11:15 AM
Ballari,Bellary Traffic PS,10445033720230138,2023,1,2,Road Accidents,Narrow road,City/Town,Residential area,Other,Not Applicable,No,Grievous Injury,Vehicle to Vehicle,Controlled,Straight and flat,Others,Concrete,Dry,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,"Belagal Cross, St Joshef Girls Hischool",Near Belagal Cross,,5 KM,,"ಬಳ್ಳಾರಿ ನಗರದ ಬೆಂಗಳೂರು ರಸ್ತೆ, ಇಂಡಿಯನ್ ಪೆಟ್ರೋಲ್ ಬಂಕ್ ಮುಂದಿನ ತಾರ್ ರಸ್ತೆಯಲ್ಲಿ",15.618575,76.53526,06:34:56 PM
Ballari,Bellary Traffic PS,10445033720230140,2023,1,1,Road Accidents,Narrow road,City/Town,Near Petrol Pump,Straight and flat,Not Applicable,Not Applicable,Fatal,Others,Controlled,Straight and flat,NH,Bitumen(Tar),Ditch or Potholed,Pot holed,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Skidding or Self accident,Ananatapur Road,Near petrol Bunk,,4KM,,ಬಳ್ಳಾರಿ ಸಂಚಾರ ಪೊಲೀಸ್ ಠಾಣೆ ಆವರಣದಲ್ಲಿ,15.139393,76.92144,09:55:31 AM
Ballari,Bellary Traffic PS,10445033720230158,2023,1,1,Road Accidents,Narrow road,City/Town,Open area,Straight and flat,Not Applicable,Not Applicable,Fatal,Others,Controlled,Straight and flat,NH,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Skidding or Self accident,Ananatapur Road,Saibaba Temple Cross,,3KM,,ಬಳ್ಳಾರಿ ನಗರದ ಅನಂತಪುರ ರಸ್ತೆಯಲ್ಲಿಂದ ಸಾಯಿಬಾಬ ದೇವಸ್ಥಾನದ ಕಡೆ ಹೋಗುವ ತಿರುವಿನಲ್ಲಿರುವ ಬಿರಿಯಾನಿ ಹೊಟೇಲ್ ಮುಂದಿನ ಸ್ಥಳದಲ್ಲಿ,15.143525,76.94161,02:10:34 PM
Ballari,Bellary Traffic PS,10445033720230132,2023,1,2,Road Accidents,Curves,City/Town,In bazaar,Curve,Not Applicable,Not Applicable,Fatal,Vehicle to Vehicle,Controlled,Curve,NH,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Infront of Pola Hotel,Pola Hotel,,2 KM,,ಬಳ್ಳಾರಿ ನಗರದ ಹೊಸಪೇಟೆ ರಸ್ತೆಯಲ್ಲಿರುವ ಪೋಲಾ ಹೊಟೇಲ್ ಮುಂದಿನ ರಸ್ತೆಯಲ್ಲಿ,15.851458,76.5411,06:42:03 PM
Ballari,Bellary Traffic PS,10445033720230133,2023,1,1,Road Accidents,Cross roads,City/Town,In bazaar,Straight and flat,Not Applicable,No,Grievous Injury,Vehicle to Vehicle,Controlled,Straight and flat,NH,Bitumen(Tar),Others,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,MOTHI CIRCLE BALLARI,MOTHI CIRCLE,,500 MT,,Near mothi circle,15.141572,76.12548,06:52:01 PM
Ballari,Bellary Traffic PS,10445033720230147,2023,1,2,Road Accidents,Narrow road,City/Town,Open area,Straight and flat,Not Applicable,Not Applicable,Fatal,Vehicle to Vehicle,Controlled,Curve,NH,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,BALLARI to BANGALORE ROAD,BANGALORE ROAD NEAR RAILWAY GATE,,3,,ಬಳ್ಳಾರಿ ನಗರದ ಬಳ್ಳಾರಿ ಬೆಂಗ:ಳೂರು ಕಡೆ ಹೋಗುವ ಹೊಸಪೇಟೆ ಬೈಪಾಸ್ ಕಡೆ ಹೋಗುವ ರೈಲ್ವೇ ಗೇಟ್ ಹತ್ತಿರದ ರಸ್ತೆಯಲ್ಲಿ,15.104081,76.896941,03:00:25 PM
Ballari,Bellary Traffic PS,10445033720230155,2023,1,2,Road Accidents,Circle,City/Town,In bazaar,Straight and flat,Not Applicable,No,Grievous Injury,Vehicle to Vehicle,Controlled,Straight and flat,Others,Bitumen(Tar),Others,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Kalamma circle,Kalamma circle,,01 KM,,"Kallamma circle, Banglore road",15.828586,76.553687,09:51:22 AM
Ballari,Choranuru PS,10445230620230096,2023,1,2,Road Accidents,Offset,Rural Areas,In bazaar,Other,Not Applicable,No,Fatal,Vehicle to Vehicle,Uncontrolled,Others,Others,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Other Roads,Near Mallarahalli Village,,03 Kms,,ಸಂಡೂರು ಪೊಲೀಸ್ ಠಾಣೆ,14.903097,76.501644,11:43:57 AM
Ballari,Choranuru PS,10445230620230076,2023,1,1,Road Accidents,Narrow road,Rural Areas,Open area,Straight and flat,Human Error,Not Applicable,Simple Injury,Hit pedestrian,Signal lights Blinking,Others,State Highway,Bitumen(Tar),Dry,No influence on accident,Clear,DualLane,Centre Broken Line,Centre Broken Line,Not Applicable,Head on,SH 40,Near Somalapura village,Near Somalapura forest Area,15 KM,,ದಿನಾಂಕ:24/08/2023 ರಂದು ಮಧ್ಯಾಹ್ನ 1:00 ಗಂಟೆ ಯಿಂದ 2:00 ಗಂಟೆ ಯವರೆಗೆ ಕೃತ್ಯ ಸ್ಥಳವಾದ ಸೋಮಲಾಪುರ ಗ್ರಾಮದ ಹತ್ತಿರದ ಬಂಡ್ರಿ ಹೋಗುವ ರಸ್ತೆಯಲ್ಲಿ.,15.028182,76.484298,07:24:28 AM
Ballari,Gadiganur PS,10445036220200001,2020,1,2,Road Accidents,Narrow road,Rural Areas,Near School or College,Other,Human Error,Not Applicable,Grievous Injury,Vehicle to Vehicle,Uncontrolled,Others,State Highway,Bitumen(Tar),Dry,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,SH-131,Kariyamma Devi Temple,,100f,,ಹೊಸಪೇಟೆ ತಾಲ್ಲೂಕು ಕಾಕುಬಾಳು ಗ್ರಾಮದ ಹೈಸ್ಕೂಲ್ ಶಾಲೆಯ ಹತ್ತಿರ ಕಾಕುಬಾಳು-ಜೋಗ ರಸ್ತೆಯಲ್ಲಿ,15.21386,76.529423,04:08:32 PM
Ballari,Gadiganur PS,10445036220200009,2020,1,2,Road Accidents,Cross roads,Rural Areas,Open area,Curve,Human Error,Not Applicable,Grievous Injury,Vehicle to Vehicle,Uncontrolled,Curve,State Highway,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Bannihatti-Ubbalagandi Road,KM Stone,,50Mtrs,,ಸಂಡೂರು ತಾಲ್ಲೂಕು ಲಿಂಗದಹಳ್ಳಿ ಗ್ರಾಮದ ಹೊರವಲಯದಲ್ಲಿರುವ ಅಯ್ಯನಹಳ್ಳಿ ಬಾವಿಯ ಹತ್ತಿರ ಉಬ್ಬಳಗಂಡಿ-ರಾಜಾಪುರ ರಸ್ತೆಯಲ್ಲಿ,15.082393,76.664241,10:06:09 AM
Ballari,Gadiganur PS,10445036220210064,2021,1,2,Road Accidents,Cross roads,Rural Areas,Near a factory industrial area,Other,Human Error,Not Applicable,Fatal,Vehicle to Vehicle,Uncontrolled,Hump,State Highway,Concrete,Dry,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,CC Road,Near DMG Check Post,,100 ft,,"ಸಂಡೂರು ತಾಲೂಕು ಬನ್ನಿಹಟ್ಟಿ ಗ್ರಾಮದ ಹತ್ತಿರ ಬನ್ನಿ ಹಟ್ಟಿ ಚೆಕ್ ಪೋಸ್ಟ್ ಮುಂದೆ ಹಾದು ಹೋಗಿರುವ ತೋರಣಗಲ್ಲು ಸಂಡೂರು ಎಸ್.ಹೆಚ್-40 ಸಿಸಿ ರಸ್ತೆಯಲ್ಲಿ ಪೂರ್ವಕ್ಕೆ ಕಚ್ಚಾ ರಸ್ತೆ, ನಂತರ ಸಾಯಿ ತೇಜ ವ್ಹೇ ಬ್ರಡ್ಜ್  ರವರ ಬೀಳು ಜಮೀನು  ಪಶ್ಚಿಮಕ್ಕೆ  ಸಿಸಿ ರಸ್ತೆ ನಂತರ ಕಚ್ಚಾ ರಸ್ತೆ ಉತ್ತರಕ್ಕೆ ತೋರಣಗಲ್ಲು ಕಡೆಯಿಂದ ಬನ್ನಿ ಹಟ್ಟಿ ಕಡೆಗೆ ಬರುವ ಸಿಸಿ ರಸ್ತೆ ದಕ್ಷಿಣಕ್ಕೆ ತೋರಣಗಲ್ಲು ಕಡೆಯಿಂದ ಬನ್ನಿಹಟ್ಟಿ ಕಡೆಗೆ ಹೋಗುವ ಸಿಸಿ ರಸ್ತೆ ಇರುತ್ತದೆ.",15.162827,76.61539,01:14:18 AM
Ballari,Hatcholli PS,10445034820210034,2021,1,1,Road Accidents,Curves,Rural Areas,Open area,Curve,Human Error,Not Applicable,Fatal,Hit animal,Uncontrolled,Curve,State Highway,Bitumen(Tar),Others,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Statehihgway,6,,6,,ಕೈಗೊಂಡಿದೆ.,15.784583,77.033574,06:31:26 AM
Ballari,Hatcholli PS,10445034820210011,2021,1,2,Road Accidents,Other,Rural Areas,Residential area,Straight and flat,Human Error,No,Simple Injury,Vehicle to Vehicle,Uncontrolled,Straight and flat,State Highway,Bitumen(Tar),Dry,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Hatcholli to Vattumuruni Road,Near Mallamma House,,150 mt,,ಹಚ್ಚೊಳ್ಳಿ ಗ್ರಾಮದಿಂದ ವತ್ತುಮುರುಣಿ ಗ್ರಾಮಕ್ಕೆ ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿ ಕೆ.ಇ.ಬಿ. ಹತ್ತಿರ ಮಲ್ಲಮ್ಮ ರವರ ಮನೆ ಪಕ್ಕದಲ್ಲಿ,15.79101,77.000226,06:33:22 PM
Ballari,Hatcholli PS,10445034820230087,2023,1,1,Not Applicable,Other,Rural Areas,Open area,Other,Not Applicable,Not Applicable,Grievous Injury,Others,Uncontrolled,Others,Others,Concrete,Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,SIRUGUPPA HATCHOLLI,HATCHOLLI SIRUGUPPA ROAD,MARUTI LAND,1KM,,ಹಚ್ಚೊಳ್ಳಿ ಸಿರುಗುಪ್ಪ ರಸ್ತೆಯಲ್ಲಿರುವ ಮಾರುತಿ ಹೊಲ ಹತ್ತಿರ ಹಚ್ಚೊಳ್ಳಿ,15.412897,68.177512,03:02:58 AM
Ballari,Kampli  PS,10445035720200008,2020,1,2,Road Accidents,Cross roads,Rural Areas,Open area,Other,Not Applicable,No,Grievous Injury,Vehicle to Vehicle,Uncontrolled,Others,State Highway,Bitumen(Tar),Wet,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Kampli Ballari Road,Nerar Gangamma Temple,,30ft,,ಕಂಪ್ಲಿ ಬಳ್ಳಾರಿ ರಸ್ತೆಯಲ್ಲಿ ಗಂಗಮ್ಮ ಗುಡಿ ಹತ್ತಿರ,15.373867,76.612293,03:06:57 PM
Ballari,Kampli  PS,10445035720200027,2020,1,1,Road Accidents,Curves,Rural Areas,Open area,Curve,Human Error,No,Fatal,Hit bicyclist,Not at  Junction,Curve,State Highway,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Kampli Hosapete By Pass Road,Kampli Hosapete By Pass Road,Opposit Ganesh Raice Mill kampli,2 KM,,ಕಂಪ್ಲಿ ಪಟ್ಟಣದ ಕಂಪ್ಲಿ ಹೊಸಪೇಟೆ ಬೈಪಾಸ್ ರಸ್ತೆಯಲ್ಲಿರುವ ಗಣೇಶ ರೈಸ್ ಮಿಲ್ ಮುಂದೆ ರಸ್ತೆಯಲ್ಲಿರುವ ವಿದ್ಯುತ್ ಕಂಬದ ಬಳಿ ಕೃತ್ಯ ಸ್ಥಳ ಇರುತ್ತದೆ.,15.392874,76.604947,10:58:54 AM
Ballari,Kampli  PS,10445035720200005,2020,1,1,Road Accidents,Curves,City/Town,Open area,Other,Not Applicable,No,Grievous Injury,Hit pedestrian,Uncontrolled,Dip or trough,Others,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Kampli Hosapete By Pass Road,Near Jakeer work Shop,,70ft,,ಕಂಪ್ಲಿ ಹೊಸಪೇಟೆ ಬೈಪಾಸ್ ರಸ್ತೆಯಲ್ಲಿ ಜಾಕೀರ್ ವರ್ಕ್ ಶಾಪ್ ಹತ್ತಿರ ಕಂಪ್ಲಿ,15.398699,76.605794,06:31:43 AM
Ballari,Kampli  PS,10445035720200030,2020,1,1,Not Applicable,Curves,Rural Areas,Open area,Curve,Not Applicable,Not Applicable,Simple Injury,Others,Uncontrolled,Curve,State Highway,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,"Devalapur-Hampi road,upparahalli near maremma temple",Near maremma temple,,200 Mt,,"ದೇವಲಾಪುರ-ಹಂಪಿ ರೋಡ್ ಉಪ್ಪಾರಹಳ್ಳಿ ಗ್ರಾಮದ ಮಾರೆಮ್ಮ ಗುಡಿ ಹತ್ತಿರ,ಕೃತ್ಯ ಸ್ಥಳದಲ್ಲಿ  ಪಂಚರ ಸಮಕ್ಷಮ ಪಂಚನಾಮೆ ಮಾಡಿದೆ.",15.284025,76.625479,12:54:48 AM
Ballari,Kampli  PS,10445035720200019,2020,1,1,Road Accidents,Road hump or Rumble strips,Rural Areas,Near School or College,Other,Not Applicable,No,Others,Others,Uncontrolled,Others,State Highway,Not Applicable,Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,kampli Hospet bypass road near Hostel,Near hostel kampli,,200 Mt,,ಕೃತ್ಯ ಸ್ಥಳದಲ್ಲಿ ಪಂಚರ ಸಮಕ್ಷಮ ಪಂಚನಾಮೆ ಮಾಡಲಾಗಿದೆ.,15.399488,76.60632,08:48:35 AM
