DISTRICTNAME,UNITNAME,Crime_No,Year,RI,Noofvehicle_involved,Accident_Classification,Accident_Spot,Accident_Location,Accident_SubLocation,Accident_SpotB,Main_Cause,Hit_Run,Severity,Collision_Type,Junction_Control,Road_Character,Road_Type,Surface_Type,Surface_Condition,Road_Condition,Weather,Lane_Type,Road_Markings,Spot_Conditions,Side_Walk,Collision_TypeB,Accident_Road,Landmark_first,landmark_second,Distance_LandMark_First,Distance_LandMark_Second,Accident_Description,Latitude,Longitude,Time
Vijayanagara,Hagaribommanahalli PS,10986150520230253,2023,1,2,Road Accidents,Other,Rural Areas,Open area,Straight and flat,Human Error,Yes,Fatal,Vehicle to Vehicle,Controlled,Curve,Others,Bitumen(Tar),Dry,Drainage Ditch,Clear,Others,Centre Broken Line,Others,Concrete,Others,Bennikallu Kogali thanda Village road,Near Temple,Near Agriculture Land,1km,1km,Bennikallu Village-Kogali Thanda village Road  Near Ajjamma Temple,15.125966,76.22207,03:57:27 PM
Vijayanagara,Hagaribommanahalli PS,10986150520230196,2023,1,1,Road Accidents,Other,Rural Areas,Open area,Other,Human Error,No,Fatal,Others,Uncontrolled,Others,Others,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Centre Broken Line,Tree or Branches,Concrete,Others,Hadagali-Hagaribommanhalli Road Near Morigeri Cross,Near Agriculture Land,Near Agriculture Land,1km,1km,Hadagali-H.B.Halli Road Near Morigeri Cross,15.021554,76.170816,05:48:03 AM
Vijayanagara,Hagaribommanahalli PS,10986150520230246,2023,1,2,Road Accidents,Narrow road,Rural Areas,Open area,Straight and flat,Human Error,No,Grievous Injury,Vehicle to Vehicle,No signal lights,Straight and flat,Minor District Road,Metalled,Dry,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Head on,Varalahalli-Vallabapura,1 K M Naralahalli Village,,1 K M,,ಹ ಬೊ ಹಳ್ಳಿ ಪೊಲೀಸ್ ಠಾಣಾ ಸರಹದ್ದಿನ ವಲ್ಲಭಾಪುರ-ವರಲಹಳ್ಳಿ  ತಾರ್ ರಸ್ತೆಯಲ್ಲಿ ವರಲಹಳ್ಳಿ ಗ್ರಾಮದ ಹತ್ತಿರ ಹುಳಿಗದ ದುರುಗಪ್ಪ ತಂದೆ ಹುಲುಗಪ್ಪ ಇವರ ಹೊಲದ ಹತ್ತಿರ,15.000784,76.229461,11:48:15 PM
Vijayanagara,Hagaribommanahalli PS,10986150520230172,2023,1,1,Not Applicable,Narrow road,Rural Areas,Open area,Straight and flat,Human Error,No,Grievous Injury,Hit pedestrian,Uncontrolled,Straight and flat,State Highway,Metalled,Dry,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Overturning,Hosapete-Harihara Road,1,,1 K M,,ಹ ಬೊ ಹಳ್ಳಿ ಪೊಲೀಸ್ ಠಾಣಾ ಸರಹದ್ದಿನ ಪಿಂಜಾರ್ ಹೆಗ್ಡಾಳ್ ಗ್ರಾಮದ ಹತ್ತಿರ ಉಪ್ಪಾರ ಮುದುಕಪ್ಪನವರ ಹೊಲದ ಬಳಿ ಹರಿಹರ-ಹೊಸಪೇಟೆ ರಾಜ್ಯ ಹೆದ್ದಾರಿಯ ತಾರ್ ರಸ್ತೆಯ ಪಕ್ಕದಲ್ಲಿ,15.101546,76.242351,07:01:31 PM
Vijayanagara,Hagaribommanahalli PS,10986150520230211,2023,1,1,Road Accidents,Other,Rural Areas,Open area,Other,Human Error,Not Applicable,Fatal,Others,Uncontrolled,Others,Others,Bitumen(Tar),Dry,Drainage Ditch,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Skidding or Self accident,Hadagali HBHalli Raod,Near Town,Near Agriculture Land,1km,1km,hbhalli holagundi Road near Morigeri Cross,15.021554,76.170816,07:13:27 AM
Vijayanagara,Halavagilu PS,10438011620190050,2019,1,1,Road Accidents,Curves,Rural Areas,Open area,,Not Applicable,Not Applicable,Damage Only,Others,Uncontrolled,Curve,Others,Not Applicable,Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Rural Aria,Nagaraja Basavarajappa Land,,20 KM,,ರಾಗಿಮಸಲವಾಡ ಗ್ರಾಮದ ಹತ್ತಿರ ಕೃತ್ಯೆ ನಡೆದ ಸ್ಥಳದಲ್ಲಿ ಪಂಚನಾಮೆ ಮಾಡಿರುತ್ತದೆ.,14.60732,75.908729,08:13:37 AM
Vijayanagara,Halavagilu PS,10438011620190085,2019,1,2,Not Applicable,Curves,Rural Areas,Open area,Curve,Not Applicable,Not Applicable,Grievous Injury,Vehicle to Vehicle,Uncontrolled,Curve,Others,Not Applicable,Others,Not Applicable,Others,Others,Centre Broken Line,Others,Not Applicable,Others,Kunchoor Harapanahalli  Road,01,Kunchur village,1,,ಸನ್ 2019 ನೇ ಇಸ್ವೀ ಆಗಷ್ಟ್ ಮಾಹೇ ತಾರೀಖು 30 ರಂದು ಹಲುವಾಗಲು ಪೊಲೀಸ್ ಠಾಣಾ ವ್ಯಾಪ್ತಿಯ ಕುಂಚೂರು ಗ್ರಾಮದ ಹತ್ತಿರ ಅಪಘಾತವಾದ ಸ್ಥಳದಲ್ಲಿ ಈ ಕೆಳಕಂಡ ಪಂಚರಾದ ನಾವುಗಳು ಹೇಳಿ ಬರೆಯಿಸಿದ ಕೃತ್ಯ ನಡೆದ ಸ್ಥಳ ಪಂಚನಾಮೆ.,14.730995,75.820425,12:27:58 AM
Vijayanagara,Halavagilu PS,10438011620190043,2019,1,2,Rail Road Accidents,Other,Rural Areas,Near School or College,,Not Applicable,Yes,Grievous Injury,Others,Uncontrolled,Others,One way,Not Applicable,Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Haluvagalu road,01,,03,,ಮೊರಾರ್ಜಿ ದೇಸಾಯಿ ಸ್ಕೊಲ್ ಹತ್ತಿರ ಹಲುವಾಗಲು,14.693134,75.788959,04:17:43 PM
Vijayanagara,Halavagilu PS,10438011620190078,2019,1,1,Road Accidents,Other,Rural Areas,Open area,Other,Not Applicable,Yes,Grievous Injury,Hit pedestrian,Uncontrolled,Others,Others,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Haluvagalu mattyr raod,Near mattur village,,1,,ಸನ್ 2019 ನೇ ಇಸ್ವೀ ಆಗಷ್ಟ್ ಮಾಹೇ ತಾರೀಖು 14 ರಂದು ಹಲುವಾಗಲು ಪೊಲೀಸ್ ಠಾಣಾ ವ್ಯಾಪ್ತಿಯ ಹಲುವಾಗಲು ಗ್ರಾಮದ ಕೊಡ್ಲೆಪ್ಪರ ಹಾಲಮ್ಮನ ಹೊಲದ ಹತ್ತಿರ ಮತ್ತೂರು ರಸ್ತೆಯಲ್ಲಿ ಅಪಘಾತವಾದ ಸ್ಥಳದಲ್ಲಿ ಈ ಕೆಳಕಂಡ ಪಂಚರಾದ ನಾವುಗಳು ಹೇಳಿ ಬರೆಯಿಸಿದ ಕೃತ್ಯ ನಡೆದ ಸ್ಥಳ ಪಂಚನಾಮೆ.,14.693217,75.787929,03:31:19 AM
Vijayanagara,Halavagilu PS,10438011620190058,2019,1,1,Not Applicable,Narrow road,Rural Areas,Near or inside a village,Other,Not Applicable,No,Simple Injury,Others,Uncontrolled,Others,Others,Not Applicable,Others,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Rural Aria,Abbala Nagarajappa Land,Kunchur village,8 K M,,"ಚೆಕ್ ಬಂದಿ;- ಪೊರ್ವಕ್ಕೆ- ಪಶ್ಚಿಮಕ್ಕೆ- ಕುಂಚೂರು- ಕಣಿವೆ ಗ್ರಾಮಗಳಿಗೆ ಹಾದು ಹೋಗಿ ಬರುವ ಠಾರ್ ರಸ್ತೆ ಇರುತ್ತದೆ, ಉತ್ತರಕ್ಕೆ;- ಅಬ್ಬಾಳ್ ನಾಗರಾಜಪ್ಪನವರ ಹೊಲ ಇರುತ್ತದೆ, ದಕ್ಷಿಣಕ್ಕೆ;- ಚಂದ್ರಪ್ಪನ ಹೊಲ ಇರುತ್ತೆಂತ ಪಂಚನಾಮೆ ಮಾಡಿರುತ್ತದೆ.",14.73197,75.821412,12:26:57 PM
Vijayanagara,Halavagilu PS,10438011620190077,2019,1,1,Road Accidents,Other,Rural Areas,Open area,Other,Not Applicable,No,Grievous Injury,Hit pedestrian,Uncontrolled,Others,State Highway,Bitumen(Tar),Dry,Not Applicable,Fine,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Harihara harapanahalli road,01,NO,03,,Teligi village,14.619858,75.856947,08:37:35 PM
Vijayanagara,Halavagilu PS,10438011620190002,2019,1,2,Road Accidents,Cross roads,Rural Areas,Open area,,Not Applicable,No,Grievous Injury,Others,Uncontrolled,Curve,Others,Bitumen(Tar),Others,Not Applicable,Clear,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Garbhagudi Haluvagalu midle,1,,1,,ಗರ್ಭಗುಡಿ ಗ್ರಾಮದ ಹತ್ತಿರ,14.711164,75.774721,04:54:17 PM
Vijayanagara,Halavagilu PS,10438011620190057,2019,1,2,Road Accidents,Narrow road,Rural Areas,Near or inside a village,,Not Applicable,Not Applicable,Simple Injury,Others,Uncontrolled,Others,Others,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Haluvagalu village rood,Near Halavagalu village,,10 K M,,"ದಿನಾಂಕ;-28/05/2019 ರಂದು ಹಲುವಾಗಲು ಗ್ರಾಮದ ಹತ್ತಿರ ಮುದ್ದೆ ಶಿವಪ್ಪನರ ನಿಂಗಪ್ಪನ ಹೊಲದ ಹತ್ತಿರ ಹಲುವಾಗಲು-ಮತ್ತೂರು ರಸ್ತೆಯಲ್ಲಿ 1-45 ಪಿ.ಎಂ.ನಿಂದ 2-45 ಪಿಎಂ ವರೆಗೆ ಪಂಚನಾಮೆ ಮಾಡಲಾಯಿತು, ಚೆಕ್ ಬಂದಿ;-ಪೊರ್ವ-ಪಶ್ವಿಮಕ್ಕೆ-ಮತ್ತೂರು-ಹಲುವಾಗಲು ಕಡೆಗೆ ಹೋಗಿ ಬರುವ ಠಾರ್ ರಸ್ತೆ ಇರುತ್ತದೆ, ಉತ್ತರಕ್ಕೆ ಬೋಪಣ್ಣನವರ ಹೊಲ ಇರುತ್ತದೆ, ದಕ್ಷಿಣಕ್ಕೆ-ಮುದ್ದೆಶಿವಪ್ಪರ ನಿಂಗಪ್ಪನ ಹೊಲ ಇರುತ್ತದೆ.",14.693404,75.789195,07:58:28 AM
Vijayanagara,Halavagilu PS,10438011620190098,2019,1,2,Road Accidents,Narrow road,Rural Areas,Open area,Other,Not Applicable,Not Applicable,Grievous Injury,Vehicle to Vehicle,Uncontrolled,Others,Others,Bitumen(Tar),Others,Not Applicable,Very Hot,Others,Centre Broken Line,Centre Broken Line,Not Applicable,Others,NORMAL,1,1,1,,ಸನ್ 2019 ನೇ ಇಸ್ವೀ ಅಕ್ಟೋಬರ್ ಮಾಹೇ ತಾರೀಖು 04 ರಂದು ಹಲುವಾಗಲು ಪೊಲೀಸ್ ಠಾಣಾ ವ್ಯಾಪ್ತಿಯ ದುಗ್ಗಾವತಿ ಗ್ರಾಮದ ಬನ್ನಿಕೋಡು ಮಹಾಂತೇಶನ ಹೊಲದ ಹತ್ತಿರ ದುಗ್ಗಾವತಿ – ಶಾಂತಿನಗರ ರಸ್ತೆಯಲ್ಲಿ ಅಪಘಾತವಾದ ಸ್ಥಳದಲ್ಲಿ ಈ ಕೆಳಕಂಡ ಪಂಚರಾದ ನಾವುಗಳು ಹೇಳಿ ಬರೆಯಿಸಿದ ಕೃತ್ಯ ನಡೆದ ಸ್ಥಳ ಪಂಚನಾಮೆ,14.619757,75.858095,05:09:59 PM
Vijayanagara,Halavagilu PS,10438011620190021,2019,1,2,Road Accidents,Cross roads,Rural Areas,Open area,,Not Applicable,No,Grievous Injury,Others,Uncontrolled,Curve,Village Road,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Valathanda Cross,1,,1,,ಸನ್ 2019 ನೇ ಇಸವಿ ಮಾರ್ಚ್ ಮಾಹೇ ತಾರೀಖು 12 ರಂದು ಹಲುವಾಗಲು ಪೊಲೀಸ್ ಠಾಣಾ ವ್ಯಾಪ್ತಿಯ ಮೈಲಾರ – ಕುಂಚೂರು ರಸ್ತೆಯಲ್ಲಿ ಬರುವ ವಳತಾಂಡಾ ಕ್ರಾಸ್ ನಲ್ಲಿ ಅಪಘಾತ ನಡೆದ ಸ್ಥಳದಲ್ಲಿ ಪಂಚರಾದ ನಾವುಗಳು ಹೇಳಿ ಬರೆಯಿಸಿದ ಪಂಚನಾಮೆ.,14.736927,75.746352,08:55:06 PM
Vijayanagara,Halavagilu PS,10438011620190092,2019,1,2,Road Accidents,Narrow road,Rural Areas,Open area,Other,Not Applicable,Yes,Fatal,Vehicle to Vehicle,Not at  Junction,Hump,State Highway,Bitumen(Tar),Others,Not Applicable,Clear,SingleLane,Centre Broken Line,Centre Broken Line,Asphalted,Hit and Run,Harapanahalli-Davanagere,Cross,,18,,ದಿನಾಂಕ: 11.09.2019 ರಂದು ರಾತ್ರಿ 7.40 ಗಂಟೆ ಸುಮಾರಿಗೆ ಹರಪನಹಳ್ಳಿ ತಾಲ್ಲೂಕು ಸೇವಾನಗರ ಕ್ರಾಸ್ ಸಮೀಪ ದಾವಣಗೆರೆ-ಕಂಚಿಕೆರೆ-ಹರಪನಹಳ್ಳಿ ಕಡೆ ಹೋಗುವ ರಸ್ತೆಯಲ್ಲಿ,14.647215,75.947344,03:54:31 AM
Vijayanagara,Halavagilu PS,10438011620190008,2019,1,2,Road Accidents,Other,Rural Areas,Open area,,Not Applicable,Not Applicable,Grievous Injury,Others,Uncontrolled,Others,Village Road,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Near Ragimasalavada lake,01,,1,,ರಾಗಿಮಸಲವಾಡ ಗ್ರಾಮದ ಹತ್ತಿರ,14.607154,75.90933,01:35:57 PM
Vijayanagara,Halavagilu PS,10438011620190040,2019,1,2,Road Accidents,Other,Villages settlement,Open area,,Not Applicable,Not Applicable,Grievous Injury,Others,Uncontrolled,Others,Village Road,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Haluvagalu - Holal road Near Pamp House,1,,1,,"ಹಲುವಾಗಲು - ಹೊಳಲು ರಸ್ತೆಯಲ್ಲಿ, ಹಲುವಾಗಲು ಗ್ರಾಮದ ಗುಡ್ಡದ ಹತ್ತಿರ.",14.702149,75.782162,08:29:44 PM
Vijayanagara,Halavagilu PS,10438011620190029,2019,1,1,Road Accidents,Other,Rural Areas,Near School or College,,Not Applicable,Not Applicable,Grievous Injury,Others,Uncontrolled,Others,Village Road,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Nittur cross,1,,1,,"ಸನ್ 2019 ನೇ ಇಸವಿ ಮಾರ್ಚ್ ಮಾಹೇ ತಾರೀಖು 30 ರಂದು ಹಲುವಾಗಲು ಪೊಲೀಸ್ ಠಾಣಾ ವ್ಯಾಪ್ತಿಯ ಹಲುವಾಗಲು – ದುಗ್ಗಾವತಿ ರಸ್ತೆಯಲ್ಲಿ ಬರುವ ನಿಟ್ಟೂರು ಗ್ರಾಮದ ಕ್ರಾಸ್ ನಲ್ಲಿರುವ ಸರ್ಕಾರಿ ಹೈಸ್ಕೂಲ್ ಹತ್ತಿರ ಹಲುವಾಗಲು ರಸ್ತೆಯಲ್ಲಿ ಅಪಘಾತ ನಡೆದ ಸ್ಥಳದಲ್ಲಿ ಪಂಚರಾದ ನಾವುಗಳು ಹೇಳಿ ಬರೆಯಿಸಿದ ಪಂಚನಾಮೆ.  1] ಶ್ರೀ ಎಸ್ ಸೋಮಶೇಖರಪ್ಪ ತಂದೆ ಕೆಂಚಪ್ಪ, 29 ವರ್ಷ, ಮರಾಠ ಜನಾಂಗ, ವ್ಯವಸಾಯ ಕೆಲಸ, ವಾಸ: ನಿಟ್ಟೂರು ಗ್ರಾಮ,     ಹರಪನಹಳ್ಳಿ ತಾ, 2] ಶ್ರೀ ಮಜ್ಜಿಗೆರೆ ಉಮೇಶ ತಂದೆ ಕೃಷ್ಣಪ್ಪ, 29 ವರ್ಷ, ಮರಾಠ ಜನಾಂಗ, ವ್ಯವಸಾಯ ಕೆಲಸ, ವಾಸ: ನಿಟ್ಟೂರು ಗ್ರಾಮ, ಹರಪನಹಳ್ಳಿ      ತಾ, 	   ಈ ದಿನ ಹಲುವಾಗಲು ಪೊಲೀಸ್ ಠಾಣೆಯ ಶ್ರೀ ಎಂ ಮಾರಪ್ಪ ಹೆಚ್.ಸಿ 264 ರವರು ಮೇಲ್ಕಂಡ ಸ್ಥಳಕ್ಕೆ ಬಂದು ಸ್ಥಳದಲ್ಲಿದ್ದ ನಮ್ಮಗಳನ್ನು ಬರಮಾಡಿಕೊಂಡು ತಮ್ಮ ಠಾಣೆಯ ಗುನ್ನೆ ನಂ: 29/2019 ಕಲಂ: 279, 337 ಐ.ಪಿ.ಸಿ ಪ್ರಕರಣದ ಸಂಪೂರ್ಣ ಮಾಹಿತಿಯನ್ನು ತಿಳಿಸಿ, ಸದರಿ ಪ್ರಕರಣದಲ್ಲಿ ಕೃತ್ಯ ನಡೆದ ಸ್ಥಳ ಪಂಚನಾಮೆಯನ್ನು ಮಾಡುವುದು ಬಾಕಿ ಇದ್ದು, ಪ್ರಕರಣದ ಪ್ರತ್ಯಕ್ಷ ಸಾಕ್ಷಿ ಬಿ.ಟಿ ಮಲ್ಲಿಕಾರ್ಜುನ ತಂದೆ ಬಸಪ್ಪ, 30 ವರ್ಷ, ಬಾರಿಕರ ಜನಾಂಗ, ವ್ಯವಸಾಯ ಕೆಲಸ, ವಾಸ: ನಿಟ್ಟೂರು ಗ್ರಾಮ, ಹರಪನಹಳ್ಳಿ ತಾ, ರವರನ್ನು ತೋರಿಸಿ ಸದರಿಯವರು ಏನನ್ನು ತೋರಿಸಿ ಹೇಳುತ್ತಾರೋ ಅದನ್ನು ಪಂಚನಾಮೆ ಮಾಡಬೇಕು ತಾವುಗಳು ಪಂಚರಾಗಿ ಬಂದು ಸಹಕರಿಸಿ ಅಂತಾ ಕೇಳಿಕೊಂಡ ಮೇರೆಗೆ ನಾವುಗಳು ಪಂಚರಾಗಿ ಬರಲು ಒಪ್ಪಿಕೊಂಡು ಬಂದಿದ್ದರಿಂದ ಸ್ಥಳದಲ್ಲಿ ಹಾಜರಿದ್ದ ಕೇಸಿನ ಪ್ರತ್ಯಕ್ಷ ಸಾಕ್ಷಿ ಬಿ.ಟಿ ಮಲ್ಲಿಕಾರ್ಜುನ ಇವರು ನಮಗೆ ತಿಳಿಸಿ ಹೇಳಿದ್ದೇನೆಂದರೆ, ದಿನಾಂಕ: 29-03-2019 ರಂದು ಸಂಜೆ 4-30 ಗಂಟೆ ಸಮಯದಲ್ಲಿ ನಮ್ಮ ಗ್ರಾಮದ ಗೋಣಿಬಸಪ್ಪನು ಕೆಎ 17 ಈ.ಆರ್ 3126 ನೇ ಬೈಕಿನ ಹಿಂಬದಿಯಲ್ಲಿ ತನ್ನ ತಮ್ಮನಾದ ಮದ್ದಾನಸ್ವಾಮಿಯನ್ನು ಕೂರಿಸಿಕೊಂಡು ಹಲುವಾಗಲು ಗ್ರಾಮದ ಕಡೆಯಿಂದ ಬೈಕ್ ಅನ್ನು ಅತೀ ವೇಗ ಮತ್ತು ಅಜಾಗರೂಕತೆಯಿಂದ ಚಾಲನೆ ಮಾಡಿಕೊಂಡು ಬಂದಿದ್ದರಿಂದ ಬೈಕ್ ನಿಯಂತ್ರಣಕ್ಕೆ ಸಿಗದೇ ರಸ್ತೆಯಿಂದ ಎಡಬದಿಗೆ ಮಣ್ಣಿನ ರಸ್ತೆಗೆ ಹೋಗಿದ್ದರಿಂದ ಬೈಕ್ ನಿಯಂತ್ರಣಕ್ಕೆ ಸಿಗದೇ ಬೈಕ್ ಚಾಲಕ ಗೋಣಿಬಸಪ್ಪ",14.691132,75.788587,08:08:42 AM
Vijayanagara,Halavagilu PS,10438011620190130,2019,1,1,Road Accidents,Other,Rural Areas,Open area,Other,Human Error,No,Fatal,Others,Uncontrolled,Others,State Highway,Bitumen(Tar),Dry,Not Applicable,Clear,Others,Kerb Line,Others,Concrete,Drowned,Harapanahalli-Holalu,Kunchuru,,14,,"ದಿನಾಂಕ: 29.12.2019 ರಂದು ಸಂಜೆ 7.10 ಗಂಟೆ ಸುಮಾರಿಗೆ ನಮ್ಮೂರಿನ ನಿಂಗಪ್ಪ ರವರ ಜಮೀನಿನ ಪಕ್ಕದ ಕುಂಚೂರು ಗ್ರಾಮದಿಂದ ಕಣವಿ ಗ್ರಾಮದ ಕಡೆಗೆ ಹೋಗುವ ರಸ್ತೆಯಲ್ಲಿ ನನ್ನ ಅಕ್ಕನ ಮಗ ಹೊಳಲು ಗ್ರಾಮದ ಸುದೀಪ ತಂದೆ ಬಸಪ್ಪನು KA35W7614 ನೇ ಬೈಕನ್ನು ಅತಿವೇಗ ಮತ್ತು ಅಜಾಗರೂಕತೆಯಿಂದ ಚಾಲನೆ ಮಾಡಿಕೊಂಡು ಬಂದು ರಸ್ತೆಯಲ್ಲಿದ್ದ ಒಂದು ಕಲ್ಲನ್ನು ಹತ್ತಿಸಿ ಬೈಕ್ ನಿಯಂತ್ರಣ ಕಳೆದುಕೊಂಡು ರಸ್ತೆ ಮೇಲೆ ಬಿದ್ದು, ತಲೆಗೆ, ಹಣೆಗೆ, ಬಲಗೈಗೆ ಪೆಟ್ಟಾಗಿ ಸ್ಥಳದಲ್ಲಿಯೇ ಮೃತಪಟ್ಟಿರುತ್ತಾರೆ.",14.756122,75.93217,01:29:08 PM
Vijayanagara,Halavagilu PS,10438011620190053,2019,1,2,Road Accidents,Junction,Rural Areas,Open area,Curve,Not Applicable,No,Grievous Injury,Vehicle to Vehicle,Uncontrolled,Others,Others,Bitumen(Tar),Others,Not Applicable,Others,Others,Centre Broken Line,Centre Broken Line,Concrete,Others,Kunchur Mylar Road Near Kanavi village,1,,1,,"ಸನ್ 2019 ನೇ ಇಸವಿ ಮೇ ಮಾಹೇ ತಾರೀಖು 10 ರಂದು ಹಲುವಾಗಲು ಪೊಲೀಸ್ ಠಾಣಾ ವ್ಯಾಪ್ತಿಯ ಕಣವಿ ಗ್ರಾಮದ ಹತ್ತಿರ ಕುಂಚೂರು – ಮೈಲಾರ ರಸ್ತೆಯಲ್ಲಿ ಬರುವ ಹಲುವಾಗಲು ಕ್ರಾಸ್ ಹತ್ತಿರ ಮೈಲಾರ ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿ ಅಪಘಾತ ನಡೆದ ಸ್ಥಳದಲ್ಲಿ ಪಂಚರಾದ ನಾವುಗಳು ಹೇಳಿ ಬರೆಯಿಸಿದ ಪಂಚನಾಮೆ.  ಈ ದಿನ ಹಲುವಾಗಲು ಪೊಲೀಸ್ ಠಾಣೆಯ ಶ್ರೀ ಎಸ್.ಬಿ ಚಿದಾನಂದಪ್ಪ ಎ.ಎಸ್.ಐ ರವರು ತಮ್ಮ ಠಾಣೆಯ ಗುನ್ನೆ ನಂ: 53/2019 ಕಲಂ: 279, 337, 338 ಐ.ಪಿ.ಸಿ ಪ್ರಕರಣದಲ್ಲಿ ಕೃತ್ಯ ನಡೆದ ಸ್ಥಳ ಪಂಚನಾಮೆ ಜರುಗಿಸಲು ಮೇಲ್ಕಂಡ ಸ್ಥಳದಲ್ಲಿ ಪಂಚರಾಗಿ ಹಾಜರಿರಲು ನಮಗೆ ನೋಟಿಸ್ ಜಾರಿ ಮಾಡಿದ್ದರಿಂದ ನಾವುಗಳು ಪಂಚರಾಗಿ ಸ್ಥಳದಲ್ಲಿ ಹಾಜರಿದ್ದಾಗ ಪ್ರಕರಣದ ಪಿರ್ಯಾದಿ ಶ್ರೀ ಬೆನಕಶೆಟ್ಟಿ ಬಸವರಾಜ ತಂದೆ ಜಯಪ್ಪ, 24 ವರ್ಷ, ಲಿಂಗಾಯ್ತರ ಜನಾಂಗ, ವ್ಯವಸಾಯ ಕೆಲಸ, ವಾಸ: ಕಣವಿ ಗ್ರಾಮ, ಹರಪನಹಳ್ಳಿ ತಾ, ದಾವಣಗೆರೆ ಜಿಲ್ಲೆ ರವರನ್ನು ತೋರಿಸಿ ಸದರಿಯವರು ಏನನ್ನು ತೋರಿಸಿ ಹೇಳುತ್ತಾರೋ ಅದನ್ನು ಪಂಚನಾಮೆ ಜರುಗಿಸಿ ಕೊಡಿ ಎಂದ ಮೇರೆಗೆ ನಾವು ಸ್ಥಳದಲ್ಲಿ ಹಾಜರಿದ್ದಾಗ ಪಿರ್ಯಾದಿ ಬೆನಕನಶೆಟ್ಟಿ ಬಸವರಾಜ ಇವರು ಹೇಳಿದ್ದೇನೆಂದರೆ, ದಿನಾಂಕ: 09-05-2019 ರಂದು ಸಂಜೆ ತಾನು ಒಂದು ಬೈಕಿನಲ್ಲಿ ಹಾಗೂ ತನ್ನ ಸಂಬಂದಿ ಅಜ್ಜಪ್ಪ ನೆಲೋಗಲ್ ರವರು KA27 EE 5625 ನೇ ಬೈಕಿನಲ್ಲಿ ಕುಂಚೂರು ರಸ್ತೆಯ ಹೊಲದ ಮನೆಯಿಂದ ಕಣವಿ ಗ್ರಾಮಕ್ಕೆ ಬರುತ್ತಿರುವಾಗ ಕಣವಿ ಗ್ರಾಮ ಹತ್ತಿರ ಕುಂಚೂರು – ಮೈಲಾರ ರಸ್ತೆಯಲ್ಲಿ ಸಂಜೆ 4-30 ಗಂಟೆಗೆ ಬಂದಾಗ ಅದೇ ವೇಳೆಗೆ ಹಲುವಾಗಲು ಗ್ರಾಮದ ಕಡೆಯಿಂದ KA 17 EY 2954 ನೇ ಬೈಕ್ ಚಾಲಕ ರವಿನಾಯ್ಕ್ ಕಣವಿ ತಾಂಡ ರವರು ಹಿಂಬದಿಯಲ್ಲಿ ಲಕ್ಷ್ಮೀಬಾಯಿಯನ್ನು ಕೂರಿಸಿಕೊಂಡು ಬೈಕ್ ಅನ್ನು ಅತೀ ವೇಗ ಮತ್ತು ಅಜಾಗರೂಕತೆಯಿಂದ ಚಾಲನೆ ಮಾಡಿಕೊಂಡು ಮುಖ್ಯೆ ರಸ್ತೆ ಬಂದವನೇ ಅಜ್ಜಪ್ಪನ ಬೈಕಿಗೆ ಗುದ್ದಿ ಅಪಘಾತ ಪಡಿಸಿದ್ದರಿಂದ ಬೈಕ್ ಗಳು ಜಖಂಗೊಂಡು ಎಲ್ಲರಿಗೂ ಹೊಡೆತ ಬಿದ್ದು ರಕ್ತಗಾಯಗಳಾಗಿದ್ದು, ಅಪಘಾತವಾದ ಸ್ಥಳ ಇದೇ ಎಂದು ತೋರಿಸಿದ್ದನ್ನು ಪಂಚರಾದ ನಾವುಗಳು ಸದರಿ ಸ್ಥಳವನ್ನು ಅಜಮಾಹಿಸಿ ಮಾಡಿ ನೋಡಲಾಗಿ ಕುಂಚೂರು – ಮೈಲಾರ ಮುಖ್ಯೆ ರಸ್ತೆಯಾಗಿದ್ದು, ಕಣವಿ ಗ್ರಾಮದ ಹತ್ತಿರ ಹಲುವಾಗಲು ಗ್ರಾಮದಿ",14.722421,75.785073,11:45:54 AM
